Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-21 00:00:00+02:00,173.39999389648438,175.89999389648438,172.6999969482422,173.9499969482422,124340,0.0,0.0
2024-10-22 00:00:00+02:00,173.0500030517578,173.4499969482422,169.9499969482422,171.0,206743,0.0,0.0
2024-10-23 00:00:00+02:00,171.10000610351562,173.85000610351562,171.0500030517578,173.75,172763,0.0,0.0
2024-10-24 00:00:00+02:00,174.1999969482422,177.64999389648438,173.75,176.6999969482422,206479,0.0,0.0
2024-10-25 00:00:00+02:00,175.6999969482422,180.5500030517578,175.6999969482422,178.75,190999,0.0,0.0
